,id,year,make,model,trim1,trim2,make_model
205,086c19767adf,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
214,08c86e873e1b,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
222,0906f0972a33,2013.0,Nissan,Murano,Murano,LE,Nissan_Murano
247,0a392275c87d,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
259,0ad66cb03617,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
291,0c8f105618d4,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
304,0d04a7b8c4bf,2015.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
309,0d3203a9a5a1,2015.0,Nissan,Versa Note,Versa Note,SR,Nissan_Versa Note
354,0ecbf336659e,2014.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
360,0eefeb9207cc,2016.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
376,0fa006af671b,2016.0,Nissan,Sentra,Sentra,S,Nissan_Sentra
378,0fcebc9fa59f,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
382,0fef23be11b4,2016.0,Nissan,Altima,Altima,3.5 SL,Nissan_Altima
385,1039c802abd0,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
395,10df5c0980c4,2014.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
397,10ebc4afecc8,2013.0,Nissan,Altima,Altima,2.5 SL,Nissan_Altima
402,1138ff9be217,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
404,114bf4158e2a,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
412,119fb1ad45c9,2013.0,Nissan,Murano,Murano,SV,Nissan_Murano
415,11b4736cf88c,2013.0,Nissan,Murano,Murano,SV,Nissan_Murano
427,11ff5e9bdb6f,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
441,12f4da88f9f0,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
450,133f08da21f6,2015.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
461,13987558f6b2,2012.0,Nissan,Murano,,,Nissan_Murano
474,13f7992cb83b,2014.0,Nissan,Quest,Quest,3.5 SV,Nissan_Quest
480,145f11fe870e,2011.0,Nissan,Murano,Murano,SV,Nissan_Murano
520,15c0484acc19,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
539,16e19ec9e2ad,2014.0,Nissan,Versa,Versa,1.6 SL,Nissan_Versa
551,17372ade0b23,2013.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
570,1828528ace88,2015.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
575,186cfa04a2c9,2012.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
583,18b636f05b99,2015.0,Nissan,Versa,Versa,1.6 S,Nissan_Versa
623,1a6a1e6db641,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
625,1a6e5829484f,2015.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
633,1ada7f34ad3b,2015.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
649,1b91bcca99a3,2015.0,Nissan,Quest,Quest,3.5 SV,Nissan_Quest
656,1bf30477568e,2014.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
661,1c2b90ef05b8,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
666,1c4d3a558ea8,2014.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
687,1ccbc1206c9f,2016.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
696,1cf431ed17f4,2012.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
699,1d1c92eec92b,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
700,1d201a4b518f,2012.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
702,1d245879bf81,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
713,1d8fb3dfc33f,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
714,1da49354f776,2016.0,Nissan,Rogue,Rogue,S,Nissan_Rogue
717,1db0f9a8ccab,2014.0,Nissan,Quest,Quest,3.5 SV,Nissan_Quest
720,1dcc219eeeea,2015.0,Nissan,Frontier,Frontier,SV W/ Towing Pkg,Nissan_Frontier
723,1dd620cdf832,2014.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
724,1dd85de2569f,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
726,1dee1b5ab8c7,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
750,1ec7083006ec,2014.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
757,1f1080a9e6ee,2015.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
788,206101792c4c,2016.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
795,208a319dd3e1,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
800,20ea825b8495,2013.0,Nissan,JUKE,JUKE,S,Nissan_JUKE
807,213cb4b84f3f,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
810,21563b21897f,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
819,2196c9f59802,2014.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
820,21a1090a170a,2016.0,Nissan,Murano,Murano,SV,Nissan_Murano
822,21a723d841d6,2012.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
848,228c4b8adb1d,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
873,234f09ecbcd3,2014.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
876,2373a738d11c,2013.0,Nissan,Sentra,Sentra,SL,Nissan_Sentra
905,24883ec76ea2,2012.0,Nissan,Altima,Altima,3.5 SR,Nissan_Altima
912,24cdcbe28261,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
922,252c6ab0d70c,2015.0,Nissan,Quest,Quest,3.5 SV,Nissan_Quest
926,2551c7f8856e,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
937,25c13356aa8f,2014.0,Nissan,Versa,Versa,1.6 S,Nissan_Versa
948,264888bd026b,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
954,26879144189a,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
971,2739894b586d,2013.0,Nissan,JUKE,JUKE,S,Nissan_JUKE
983,27a5ac6e96eb,2013.0,Nissan,Murano,Murano,S,Nissan_Murano
985,27be65b8a354,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
987,27e295728590,2013.0,Nissan,Maxima,Maxima,3.5 SV Premium Pkg,Nissan_Maxima
996,282ce93ca4ab,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
1035,298b38c2ff59,2012.0,Nissan,Rogue,,,Nissan_Rogue
1057,2a6eb6ced210,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
1072,2ac745ff9e47,2015.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
1082,2b05cb92c427,2016.0,Nissan,JUKE,JUKE,SV,Nissan_JUKE
1083,2b0644f7360a,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
1106,2bf61bdc63ce,2014.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
1163,2dbe5eb0cdaa,2013.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
1179,2e2bee200cd0,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
1191,2ea92550166e,2014.0,Nissan,Altima,,,Nissan_Altima
1206,2efed70fb963,2016.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
1211,2f243f48378f,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
1212,2f3215abad82,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
1267,31183f79b672,2007.0,Nissan,350Z,350Z,Touring,Nissan_350Z
1277,3176b66a32ef,2012.0,Nissan,JUKE,JUKE,SV,Nissan_JUKE
1285,31e3d2bad1fc,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
1295,3296b42a1036,2014.0,Nissan,370Z,370Z,Coupe,Nissan_370Z
1318,33a804f208b5,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
1347,34ee6efb53b6,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
1434,380453c22045,2016.0,Nissan,Pathfinder,Pathfinder,S,Nissan_Pathfinder
1438,381f01cc636c,2015.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
1447,386faa94322c,2014.0,Nissan,Murano,Murano,S,Nissan_Murano
1458,39007a80a989,2016.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
1462,391d742699a4,2013.0,Nissan,Sentra,Sentra,FE+ S,Nissan_Sentra
1469,3949da0dc52c,2013.0,Nissan,Altima,Altima,2.5 SL,Nissan_Altima
1472,39567002195c,2014.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
1493,39fd5ad168a1,2013.0,Nissan,Altima,Altima,2.5 SL W/ Convenience Pkg,Nissan_Altima
1502,3a4975dd0cb0,2016.0,Nissan,Versa,Versa,1.6 S Plus,Nissan_Versa
1510,3a7791d3468b,2014.0,Nissan,JUKE,JUKE,NISMO,Nissan_JUKE
1533,3b3a885bd441,2013.0,Nissan,JUKE,JUKE,S,Nissan_JUKE
1537,3b59c32a21ef,2013.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
1567,3cb308850649,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
1573,3ce25cb2fbc7,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
1575,3ceee40c6d9b,2013.0,Nissan,Sentra,Sentra,SR,Nissan_Sentra
1578,3cf7f616ea8b,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
1608,3e26cd067113,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
1609,3e2de0e89167,2014.0,Nissan,Xterra,,,Nissan_Xterra
1625,3efba9ca0e25,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
1656,4001038aa21a,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
1657,4002e9825e89,2014.0,Nissan,Rogue Select,Rogue Select,S,Nissan_Rogue Select
1665,40383c0cd9c2,2015.0,Nissan,Rogue Select,Rogue Select,S,Nissan_Rogue Select
1670,40ae659d9324,2015.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
1674,40d3bdffc3d2,2014.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
1683,4170b24cbdbf,2016.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
1691,419ec96007ff,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
1696,41ccca311db8,2013.0,Nissan,LEAF,,,Nissan_LEAF
1713,42858a78a292,2015.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
1729,42eb844cda01,2014.0,Nissan,Versa,Versa,1.6 S,Nissan_Versa
1750,43caea7798d1,2014.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
1759,4419b912e939,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
1760,4421605c850a,2014.0,Nissan,Murano,Murano,S,Nissan_Murano
1767,449af3347c1f,2015.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
1786,4562489a059c,2014.0,Nissan,Murano,Murano,LE,Nissan_Murano
1809,46494c109e53,2014.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
1843,47aada45a3e7,2014.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
1849,47d3d4c04d7f,2016.0,Nissan,Altima,Altima,2.5 SL w/Tech Pkg,Nissan_Altima
1853,47f838686d6c,2013.0,Nissan,Rogue,Rogue,S,Nissan_Rogue
1856,480d954ba5ee,2013.0,Nissan,Rogue,Rogue,S,Nissan_Rogue
1859,4827e67ce6cd,2012.0,Nissan,Maxima,Maxima,3.5 SV w/ Sport Pkg,Nissan_Maxima
1882,48d9dd3826a3,2012.0,Nissan,JUKE,JUKE,SV,Nissan_JUKE
1889,49442a5aff6f,2012.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
1898,498fee7ddfe9,2015.0,Nissan,Versa,Versa,1.6 S,Nissan_Versa
1903,49dab5180aee,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
1955,4bb0d3f09dce,2012.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
1957,4bc557f416e7,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
1984,4cce4dafa50c,2014.0,Nissan,Armada,Armada,SL,Nissan_Armada
1992,4d1564493ff0,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2010,4da606307c93,2015.0,Nissan,Armada,Armada,SV W/ Towing Pkg,Nissan_Armada
2011,4db2d25a33af,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
2036,4e335f9c1715,2013.0,Nissan,Sentra,Sentra,SL,Nissan_Sentra
2053,4ea68aebf262,2014.0,Nissan,Altima,Altima,2.5 SL,Nissan_Altima
2076,4f619dce2cbb,2013.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
2085,4fb9583978bd,2014.0,Nissan,Versa,Versa,1.6 S,Nissan_Versa
2088,4fd512532d37,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2105,507094417505,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
2109,50bb3d871053,2014.0,Nissan,Murano,Murano,S,Nissan_Murano
2123,51721005be57,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
2133,51db01f69797,2014.0,Nissan,370Z,370Z,Base,Nissan_370Z
2158,52d360a5a858,2014.0,Nissan,JUKE,JUKE,S,Nissan_JUKE
2164,5323db837c47,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
2165,532f07f97e47,2012.0,Nissan,Murano,Murano,SL,Nissan_Murano
2167,534f48b8962b,2014.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
2172,537dbab636d7,2012.0,Nissan,Frontier,Frontier,SV V6,Nissan_Frontier
2180,53cad0a2f10d,2010.0,Nissan,Murano,Murano,LE,Nissan_Murano
2197,54d960f48e25,2014.0,Nissan,JUKE,JUKE,NISMO RS,Nissan_JUKE
2200,551a40a7f463,2014.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2206,5549b90a6a9a,2014.0,Nissan,JUKE,JUKE,S,Nissan_JUKE
2207,5553e34e5788,2012.0,Nissan,Rogue,Rogue,SV w/SL Package,Nissan_Rogue
2224,55e978fcc3e7,2016.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
2229,56028f6e9b23,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
2230,56176b771bc7,2014.0,Nissan,Sentra,Sentra,SR,Nissan_Sentra
2235,568140bae30b,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
2238,569483cad6b8,2015.0,Nissan,Altima,Altima,3.5 SL,Nissan_Altima
2243,56b779bd76f6,2014.0,Nissan,Altima,Altima,2.5,Nissan_Altima
2252,5749e9df60ff,2014.0,Nissan,Sentra,Sentra,S,Nissan_Sentra
2288,5949f874bdd2,2014.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
2289,594a8c0b47d5,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
2339,5b65b2b575f2,2013.0,Nissan,370Z,370Z,Touring,Nissan_370Z
2346,5c0debdfac8d,2016.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
2347,5c1327b347f5,2014.0,Nissan,Pathfinder,Pathfinder,Platinum,Nissan_Pathfinder
2350,5c448bca128b,2013.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
2374,5d1dc10311ea,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
2409,5e9298352e9e,2014.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
2418,5ec8a0260e30,2014.0,Nissan,Quest,Quest,3.5 SV,Nissan_Quest
2442,5fdf29045a2a,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
2456,60640113fdd6,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
2457,606ea3607a50,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
2552,64588fc6e2e9,2014.0,Nissan,Maxima,Maxima,3.5 SV w/Sport Pkg,Nissan_Maxima
2560,64a96418d255,2014.0,Nissan,Rogue,Rogue,SL Premium Pkg,Nissan_Rogue
2574,65420ec8ad26,2014.0,Nissan,Sentra,Sentra,SL,Nissan_Sentra
2584,65803cd531ad,2012.0,Nissan,Maxima,Maxima,3.5 SV W/Premium Pkg,Nissan_Maxima
2590,65b3b08bc320,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
2591,65d995ee605e,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
2607,667941afed1e,2016.0,Nissan,Frontier,Frontier,S,Nissan_Frontier
2628,674daa2c9bb7,2014.0,Nissan,Versa,Versa,1.6 S,Nissan_Versa
2639,67d33b4b3d66,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2640,67e2b47edcd8,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
2641,67f8ed8f6c73,2014.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
2676,6900ab27cc29,2012.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
2695,69a16cf1c110,2014.0,Nissan,Sentra,Sentra,S,Nissan_Sentra
2712,6a334583dcdd,2013.0,Nissan,Murano,Murano,S,Nissan_Murano
2754,6b58d964e39f,2014.0,Nissan,Altima,Altima,2.5 SV Convenience Pkg,Nissan_Altima
2759,6ba36af67cb0,2014.0,Nissan,370Z,370Z,Roadster,Nissan_370Z
2762,6bbca1064660,2014.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2823,6df921a8a142,2014.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
2830,6e5aa0dd852c,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
2836,6e910737deca,2013.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
2845,6edb8f61fa1c,2014.0,Nissan,Rogue Select,Rogue Select,S,Nissan_Rogue Select
2849,6ef47eadf7ea,2015.0,Nissan,370Z,370Z,Roadster Touring,Nissan_370Z
2852,6f0bb40ad052,2014.0,Nissan,Murano,Murano,S,Nissan_Murano
2884,70134ceefb7b,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2903,70c509524121,2013.0,Nissan,Sentra,Sentra,S,Nissan_Sentra
2905,70f703193b23,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
2926,71b99d2b0495,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
2930,71f8def92bff,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
2931,72177a14f57b,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
2933,7235f4225b32,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
2939,72817de2a74e,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2953,72ff1616e451,2014.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
2954,73002ea03a34,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
2957,7319e7034fba,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
2978,73ba35ceaaf4,2016.0,Nissan,Murano,Murano,SV,Nissan_Murano
2983,73d5dca6549f,2012.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3023,754551e11b01,2012.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
3034,75b58e2b70a7,2015.0,Nissan,Sentra,Sentra,S,Nissan_Sentra
3064,76cee05db28f,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3098,7811fa030afb,2013.0,Nissan,Murano,Murano,S,Nissan_Murano
3105,788e1e49c027,2012.0,Nissan,370Z,370Z,Roadster Touring,Nissan_370Z
3129,7957677b7575,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
3136,7970cd74cfe0,2014.0,Nissan,Frontier,Frontier,S,Nissan_Frontier
3140,798ecba0799c,2014.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
3152,79f2c29f7a57,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
3181,7b471006c3df,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
3189,7b98c5c155d4,2013.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
3191,7ba2d07c2650,2013.0,Nissan,JUKE,JUKE,SV,Nissan_JUKE
3224,7cc00945cdac,2014.0,Nissan,JUKE,JUKE,SL,Nissan_JUKE
3233,7d499a4b1919,2014.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
3251,7e31e201928f,2013.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
3260,7e8db926a7a5,2015.0,Nissan,Rogue Select,Rogue Select,S,Nissan_Rogue Select
3262,7e9072da690e,2013.0,Nissan,Pathfinder,Pathfinder,SL,Nissan_Pathfinder
3288,7f9508e183dd,2013.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
3290,7f9ebde4478f,2013.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
3304,80614b95a8fa,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3320,81319ff7a46e,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3322,81423cf20540,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3329,817b72c86da2,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3334,81bcac061c57,2014.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
3339,81f9c6a4f97a,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
3343,82244fe75e90,2014.0,Nissan,Versa Note,Versa Note,SV,Nissan_Versa Note
3346,824cffe067a0,2012.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3350,826d535fe13d,2011.0,Nissan,Maxima,Maxima,3.5 SV,Nissan_Maxima
3357,82b64cbc77ba,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3387,83bd46ff5acb,2016.0,Nissan,Versa,Versa,1.6 S PLus,Nissan_Versa
3389,83cee7011cc0,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3392,83e67ca5e05a,2013.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
3393,83e7ec0f9a6a,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3405,8486948182cb,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3417,84ebd0170332,2013.0,Nissan,JUKE,JUKE,SL,Nissan_JUKE
3428,854bfc274e6b,2014.0,Nissan,Altima,Altima,2.5 SL,Nissan_Altima
3430,855021a47156,2012.0,Nissan,LEAF,LEAF,SL,Nissan_LEAF
3458,86ae61dce342,2014.0,Nissan,Versa Note,,,Nissan_Versa Note
3462,86d92e677bbe,2015.0,Nissan,Versa,Versa,1.6 SV,Nissan_Versa
3475,874dfc283aed,2014.0,Nissan,Murano,Murano,SV,Nissan_Murano
3483,87a8563fc548,2013.0,Nissan,Sentra,Sentra,SL,Nissan_Sentra
3513,88995aad9e91,2013.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3570,8a9588741ba8,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3571,8a95c7f27b70,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3577,8adab135f1c2,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3612,8c6a47ef9496,2016.0,Nissan,Murano,Murano,S,Nissan_Murano
3613,8c6cbeb2eff6,2015.0,Nissan,Armada,Armada,SV,Nissan_Armada
3637,8d7528fe1d74,2014.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
3647,8df6276019d8,2013.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
3653,8e0c3c81913f,2013.0,Nissan,Rogue,Rogue,S,Nissan_Rogue
3659,8e4536ce9f49,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
3667,8ebeffb3fea2,2012.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
3686,8f8f8a008dc6,2014.0,Nissan,Armada,Armada,SL,Nissan_Armada
3721,9150f05666f0,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
3733,91a862725f4e,2012.0,Nissan,Titan,Titan,SL,Nissan_Titan
3750,92386898bdb0,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3760,92b5fdf30c5e,2014.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
3865,97550a01fc5d,2015.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
3878,97d93ba6a897,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
3885,981c1127953a,2014.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
3897,98904d86b3db,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3921,9948496d3f63,2012.0,Nissan,Versa,Versa,1.8 S,Nissan_Versa
3947,9a47cd66ba3d,2016.0,Nissan,Frontier,Frontier,SV,Nissan_Frontier
3948,9a51fc6cd8b2,2015.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
3960,9af074c8fa02,2013.0,Nissan,Rogue,Rogue,S,Nissan_Rogue
3967,9b3fbb2ef6d3,2013.0,Nissan,Rogue,Rogue,SV w/SL Package,Nissan_Rogue
3971,9b5ce8289162,2015.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
3973,9b68837843d2,2013.0,Nissan,Pathfinder,Pathfinder,Platinum,Nissan_Pathfinder
4009,9c973a5a3b80,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
4014,9cc822a8ec34,2014.0,Nissan,Altima,Altima,2.5 SL,Nissan_Altima
4021,9d0166c022b9,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
4050,9e2b9877374e,2013.0,Nissan,LEAF,LEAF,SV,Nissan_LEAF
4060,9e6401de37e5,2014.0,Nissan,Murano,Murano,S,Nissan_Murano
4071,9f21b2b298ef,2013.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
4100,a0923446ee30,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
4120,a0fa7fc9f292,2013.0,Nissan,Altima,Altima,2.5 SV,Nissan_Altima
4126,a1219f5e1da1,2015.0,Nissan,Altima,Altima,3.5 SL,Nissan_Altima
4136,a1ac788839c0,2013.0,Nissan,LEAF,LEAF,S,Nissan_LEAF
4138,a1c178e028f3,2014.0,Nissan,Titan,Titan,SV,Nissan_Titan
4141,a21beb0cfc47,2015.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
4154,a28ad0cb7959,2012.0,Nissan,Altima,Altima,3.5 SR,Nissan_Altima
4168,a320303e25f4,2015.0,Nissan,Versa Note,Versa Note,S Plus,Nissan_Versa Note
4171,a32fd6c02aaa,2014.0,Nissan,Altima,Altima,2.5 S,Nissan_Altima
4208,a4aa5948c323,2013.0,Nissan,Pathfinder,Pathfinder,SV,Nissan_Pathfinder
4247,a618dfcbc132,2014.0,Nissan,Sentra,Sentra,SV,Nissan_Sentra
4273,a715500c187f,2012.0,Nissan,Maxima,Maxima,3.5 S,Nissan_Maxima
4319,a8b4dddf87e9,2013.0,Nissan,Sentra,Sentra,SL,Nissan_Sentra
4324,a90a1e5addfe,2014.0,Nissan,Xterra,Xterra,X,Nissan_Xterra
4341,a981e8172e59,2013.0,Nissan,Altima,,,Nissan_Altima
4368,aa7b9f367a2b,2013.0,Nissan,Rogue,Rogue,SV,Nissan_Rogue
